Symbol,Name,IPOyear,MarketCap,Negotiable Cap.,Industry
939,KAIDI ECOLOGICAL,1999/9/23,1507292372,941009344,D Utilities
948,NANTIAN,1999/10/14,246606046,231413630,I IT
949,XINXIANG CHEMICAL,1999/10/21,1027241303,1026701934,C Manufacturing
950,CJFC,1999/9/16,598799235,598791735,C Manufacturing
951,CNHTC-JNTC,1999/11/25,419425500,419313975,C Manufacturing
952,GUANGJI PHARM.,1999/11/12,251705513,251679806,C Manufacturing
953,HC CHEMICAL,1999/12/2,294059437,294046993,C Manufacturing
955,XLKG,1999/12/9,538395000,538395000,C Manufacturing
957,ZTBH,2000/1/13,296451968,238489330,C Manufacturing
958,SJZ.DFE,1999/12/23,483393000,250479588,D Utilities
959,BSGCO,1999/12/16,5289389600,1206145283,C Manufacturing
960,YTL,2000/2/21,1472055068,1151217841,C Manufacturing
961,ZHONGNANCONSTRUCTION,2000/3/1,1167839226,1163865007,E Construction
962,OTIC,2000/1/20,440832644,440831060,C Manufacturing
963,HD MEDICINE,2000/1/27,434059991,434059991,F Wholesale & Retail
965,TJTB,2000/4/6,1008937178,1008937178,K Real Estate
966,CHANGYUAN,2000/3/16,554142040,554142040,D Utilities
967,SHANGFENG,2000/3/30,484924403,273438764,C Manufacturing
968,TCGC,2000/6/22,513747000,513747000,B Mining
969,AT&M,2000/5/29,862796348,861199474,C Manufacturing
970,ZHONG KE SAN HUAN,2000/4/20,1065200000,1063531194,C Manufacturing
971,GOSUN HOLDING,2000/4/27,427515383,242549286,C Manufacturing
972,CHALKIS,2000/9/26,771283579,771283579,C Manufacturing
973,FSPG,2000/5/25,967423171,772400541,C Manufacturing
975,YTR,2000/6/8,1081616070,614429974,B Mining
976,CHGF,2000/6/1,586642796,586546842,C Manufacturing
977,LCXX,2000/6/8,959725752,959725752,C Manufacturing
978,GTCL,2000/5/18,360100000,360034375,N Environmental Protection
979,ZHONGHONG STOCKS,2000/6/16,4610307849,4607940549,K Real Estate
980,HSJM,2000/6/16,528140000,527660750,C Manufacturing
981,LANGUANG,2000/6/22,2577015600,2574315600,K Real Estate
982,ZHONGYIN CASHMERE,2000/7/6,1805043279,1293932169,C Manufacturing
983,XSCE,2000/7/26,3151200000,3151165045,B Mining
985,DQHK,2000/7/26,129639500,129639500,C Manufacturing
987,GFC,2000/7/18,358958107,358656702,F Wholesale & Retail
988,HGTECH,2000/6/8,891116632,891116632,C Manufacturing
989,JZT,2000/6/28,755960206,214105268,C Manufacturing
990,CHENGZHI,2000/7/6,387683644,297028344,C Manufacturing
993,MEP,2000/7/31,373000000,373000000,D Utilities
995,HUANGTAI WINE,2000/8/7,177408000,177404325,C Manufacturing
996,CIFCO,2000/7/18,230000000,230000000,F Wholesale & Retail
997,NEWLAND,2000/8/7,938621998,921946932,I IT
998,LPHT,2000/12/11,996100000,830652986,A Agriculture
999,CR SANJIU,2000/3/9,978900000,977742318,C Manufacturing
1696,ZONG SHEN POWER,1997/3/6,1145026920,891918375,C Manufacturing
1896,YNHC,1998/1/22,855275976,661921546,D Utilities
1979,CMSK,2015/12/30,7401797599,1899446014,K Real Estate
2001,NHU,2004/6/25,1088919000,1073004452,C Manufacturing
2002,HDXY,2004/6/25,972039206,387449234,C Manufacturing
2003,WEIXING,2004/6/25,407765288,351938115,C Manufacturing
2004,HUAPONT LIFESCIENCES,2004/6/25,2034877685,1295395883,C Manufacturing
2005,ETI,2004/6/25,1396400000,1166400000,C Manufacturing
2006,JINGGONG SCIENCE,2004/6/25,455160000,294111243,C Manufacturing
2007,HUALAN BIO.,2004/6/25,581304800,501271707,C Manufacturing
2008,"HAN""S LASER",2004/6/25,1064714481,989195310,C Manufacturing
2009,MIRACLE LOGISTICS,2004/6/29,364825529,262412196,C Manufacturing
2010,ZJ TRANSFAR,2004/6/29,3257814678,412813094,C Manufacturing
2011,"DUN""AN ENVIRONMENTAL",2004/7/5,843427460,839804185,C Manufacturing
2012,KAN,2004/7/5,467625470,467625470,C Manufacturing
2013,AVICEM,2004/7/5,931172208,381059214,C Manufacturing
2014,NOVEL,2004/7/8,325758450,323362343,C Manufacturing
2015,XIAKE,2004/7/8,400703825,220344134,C Manufacturing
2016,SRZY,2004/7/8,809095632,646095632,K Real Estate
2017,EASTCOMPEACE,2004/7/13,346548936,340322611,C Manufacturing
2018,CEFC INTERNATIONAL,2004/7/13,1198856538,470171520,C Manufacturing
2019,YIFAN XINFU,2004/7/13,440319243,190329183,C Manufacturing
2020,JINGXIN,2004/7/15,286450919,231645392,C Manufacturing
2021,ZJR,2004/7/15,687815040,567793340,C Manufacturing
2022,KHB,2004/7/21,512569193,380126392,C Manufacturing
2023,HAITE,2004/7/21,756791003,576460284,C Manufacturing
2024,SUNING COMMERCE,2004/7/21,7383043150,5017814859,F Wholesale & Retail
2025,SACO,2004/7/26,429000000,428841898,C Manufacturing
2026,SHANDONG WEIDA,2004/7/27,354134251,354134251,C Manufacturing
2027,HEDY,2004/8/4,4115891498,204939418,C Manufacturing
2028,SIEYUAN,2004/8/5,626519445,475883720,C Manufacturing
2029,SEPTWOLVES,2004/8/6,755670000,754475693,C Manufacturing
2030,DAJY,2004/8/9,659018611,635211834,C Manufacturing
2031,GREATOO INTELLIGENT,2004/8/16,733131890,623952277,C Manufacturing
2032,SUPOR,2004/8/17,632875188,468068190,C Manufacturing
2033,LIJIANG TOURISM,2004/8/25,422685163,422677063,N Environmental Protection
2034,MIZUDA,2004/8/26,83920000,60817197,C Manufacturing
2035,VATTI,2004/9/1,358861302,284044432,C Manufacturing
2036,CHINA HEMP,2004/9/3,595422367,254237432,C Manufacturing
2037,JIULIAN DEVELOPMENT,2004/9/8,327368160,327368160,C Manufacturing
2038,SL PHARM,2004/9/9,684900000,566996255,C Manufacturing
2039,QIANYUAN POWER,2005/3/3,305398662,305373080,D Utilities
2040,NANJING PORT,2005/3/25,245872000,245872000,G Transportation
2041,DENGHAI SEEDS,2005/4/18,880000000,873861443,A Agriculture
2042,HUAFU,2005/4/27,832992573,831652923,C Manufacturing
2043,DEHUA TB,2005/5/10,484249780,470524102,C Manufacturing
2044,MEINIAN ONEHEALTH,2005/5/18,1210741353,277737000,Q Public Health
2045,GGEC,2005/5/23,416904000,415238775,C Manufacturing
2046,BEARING-SCI&TECH.,2005/5/26,340565970,340565970,C Manufacturing
2047,BAUING DECORATION,2005/5/31,1263101435,682417834,E Construction
2048,NBHX,2005/6/3,530047150,460391995,C Manufacturing
2049,TGE,2005/6/6,606817968,592843898,C Manufacturing
2050,SANHUA,2005/6/7,1755126198,1517438538,C Manufacturing
2051,CAMCE,2006/6/19,773418434,764549607,E Construction
2052,COSHIP,2006/6/27,745959694,556828430,C Manufacturing
2053,YSCC,2006/6/27,279164668,185851103,C Manufacturing
2054,DYMATIC CHEM,2006/7/25,419809471,315390082,C Manufacturing
2055,DEREN,2006/7/25,450512080,403483227,C Manufacturing
2056,DMEGC,2006/8/2,410900000,410808950,C Manufacturing
2057,TIANYUAN TECHNOLOGY,2006/8/2,199381670,199381670,C Manufacturing
2058,WELLTECH,2006/8/2,143448332,143418237,C Manufacturing
2059,YUNNAN TOURISM,2006/8/10,730792576,522432682,N Environmental Protection
2060,GHEC,2006/8/10,601131029,601032918,E Construction
2061,JIANGSHAN CHEMICAL,2006/8/16,453259717,408877717,C Manufacturing
2062,HONGRUN,2006/8/16,787500000,673001967,E Construction
2063,YGSOFT,2006/8/23,596561250,520171498,I IT
2064,HUAFENG SPANDEX,2006/8/23,1676800000,1514003583,C Manufacturing
2065,DHCC,2006/8/23,1564561700,1348718263,I IT
2066,RUITAI TECHNOLOGY,2006/8/23,231000000,231000000,C Manufacturing
2067,JING XING PAPER,2006/9/15,1093951000,960301000,C Manufacturing
2068,BCCB,2006/9/15,607063596,606960471,C Manufacturing
2069,DZF,2006/9/28,711112194,680789969,A Agriculture
2070,ZHONGHE,2006/10/12,635258156,566712091,C Manufacturing
2071,CCYS,2006/10/12,525429878,317248485,R Media
2072,KAIRUIDE,2006/10/18,176000000,176000000,C Manufacturing
2073,MESNAC,2006/10/18,818588257,623048750,C Manufacturing
2074,GXHT,2006/10/18,876350000,223002402,C Manufacturing
2075,SHAGANGGUFEN,2006/10/25,2206771772,2206770722,C Manufacturing
2076,CNLIGHT,2006/10/25,367159836,187769283,C Manufacturing
2077,JIANGSU DAGANG,2006/11/16,410000000,251992500,K Real Estate
2078,SUN PAPER,2006/11/16,2536635238,1985883863,C Manufacturing
2079,GOOD-ARK,2006/11/16,727971487,726028403,C Manufacturing
2080,SINOMATECH,2006/11/20,400000000,400000000,C Manufacturing
2081,GOLD MANTIS,2006/11/20,1762205793,1682770589,E Construction
2082,DLXC,2006/11/20,238000000,183247645,C Manufacturing
2083,SUNVIM,2006/11/24,908000005,855844900,C Manufacturing
2084,SEAGULL,2006/11/24,456316228,404555776,C Manufacturing
2085,WANFENG AUTO WHEEL,2006/11/28,911199866,827740993,C Manufacturing
2086,ORIENTAL OCEAN,2006/11/28,343850000,237808600,A Agriculture
2087,XINYE TEXTLE,2006/11/30,519758400,519623426,C Manufacturing
2088,LYEM,2006/11/30,233978689,136863222,C Manufacturing
2089,NSU,2006/11/30,687334808,475959468,C Manufacturing
2090,WISCOM,2006/12/8,231673904,196527500,C Manufacturing
2091,JSGT,2006/12/8,360000000,349740065,F Wholesale & Retail
2092,ZHONGTAI CHEMICAL,2006/12/8,1390239078,1242482866,C Manufacturing
2093,GMTECH,2006/12/15,865000000,852874858,I IT
2094,KINGKING,2006/12/15,321916620,321841620,C Manufacturing
2095,NETSUN,2006/12/15,252720000,251555073,I IT
2096,HNNL IEMC,2006/12/22,371287000,370852000,C Manufacturing
2097,SUNWARD INTELLIGENT,2006/12/22,755325000,629455501,C Manufacturing
2098,SBS,2006/12/22,358000000,198945000,C Manufacturing
2099,HISOAR,2006/12/26,759758615,398896004,C Manufacturing
2100,TCSW,2006/12/26,963384608,473189862,C Manufacturing
2101,GUANGDONG HONGTU,2006/12/29,191700000,191692575,C Manufacturing
2102,GUANFU CO.  LTD,2006/12/29,728727553,402546149,C Manufacturing
2103,GUANGBO SHARES,2007/1/10,305118303,171218027,C Manufacturing
2104,HENGBAO CO. LTD.,2007/1/10,713544000,707239867,C Manufacturing
2105,XLSY,2007/1/12,368500000,368500000,C Manufacturing
2106,LAIBAO HI-TECH,2007/1/12,705816160,691247757,C Manufacturing
2107,WHYY,2007/1/24,360756000,167572203,C Manufacturing
2108,CANGZHOU MINGZHU,2007/1/24,618458068,614438576,C Manufacturing
2109,XINGHUA CHEMISTRY,2007/1/26,358400000,358400000,C Manufacturing
2110,SANSTEEL MINGUANG,2007/1/26,534700000,534700000,C Manufacturing
2111,GUANGTAI,2007/1/26,361090177,263663375,C Manufacturing
2112,SANBIAN SCI-TECH,2007/2/8,201600000,182652413,C Manufacturing
2113,TRFZ,2007/2/8,118400000,118363348,K Real Estate
2114,LPXD,2007/2/15,271840827,86212100,C Manufacturing
2115,SUNWAVE,2007/2/15,410688000,343053161,C Manufacturing
2116,HAISUM,2007/2/15,408054805,405605692,M Research & Development
2117,TUNGKONG,2007/3/2,363806414,363670890,C Manufacturing
2118,JLZX,2007/3/2,512991382,512715907,C Manufacturing
2119,NINGBO KANGQIANG,2007/3/2,206200000,194200000,C Manufacturing
2120,XINHAI,2007/3/6,150280000,98223602,C Manufacturing
2121,SZCLOU,2007/3/6,476093000,278129332,C Manufacturing
2122,TIANMA CO.  LTD.,2007/3/28,1188000000,1073172984,C Manufacturing
2123,RXPE,2007/3/28,861595025,455027326,C Manufacturing
2124,TBGF,2007/4/3,289399941,152806638,C Manufacturing
2125,XTEMD,2007/4/3,161843991,139130616,C Manufacturing
2126,YINLUN,2007/4/18,360540000,300649481,C Manufacturing
2127,XINMIN,2007/4/18,446458902,446453452,C Manufacturing
2128,OPENCUT COAL,2007/4/18,1634378473,1588220839,B Mining
2129,TJSEMI,2007/4/20,2644236466,2296260159,C Manufacturing
2130,WOER,2007/4/20,569387998,429813692,C Manufacturing
2131,LEO,2007/4/27,1509427649,687232807,C Manufacturing
2132,HENGXING,2007/4/27,706362832,473153762,C Manufacturing
2133,COSMOS,2007/4/27,774144175,601504601,K Real Estate
2134,TIANJIN PRINTRONICS,2007/5/16,245849768,245849768,C Manufacturing
2135,SESPACE,2007/5/30,748600000,671194533,E Construction
2136,ANDTY,2007/5/30,215020000,213459610,C Manufacturing
2137,MINDATA,2007/6/13,510609376,255203332,C Manufacturing
2138,SUNLORD,2007/6/13,740938814,723626615,C Manufacturing
2139,TOPBAND,2007/6/29,262656468,164768942,C Manufacturing
2140,DHKJ,2007/7/12,446034534,439226066,E Construction
2141,RONSEN,2007/7/20,181888000,181888000,C Manufacturing
2142,BANK OF NINGBO,2007/7/19,3899794081,3451218014,J Finance
2143,DMG,2007/7/20,1106146365,172315143,L Business Support
2144,HONGDA HIGH-TECH,2007/8/3,176762528,132907612,C Manufacturing
2145,CNNCTD,2007/8/3,535645192,258061515,C Manufacturing
2146,RISESUN,2007/8/8,4348163851,3363590598,K Real Estate
2147,FY SLEWING RING,2007/8/8,258521810,218672722,C Manufacturing
2148,BEWIN COM,2007/8/10,255852876,204865049,I IT
2149,WMM,2007/8/10,174630000,174630000,C Manufacturing
2150,TONGRUN EQUIPMENT,2007/8/10,250200000,250200000,C Manufacturing
2151,BDSTAR NAVIGATION,2007/8/13,293709494,138121199,C Manufacturing
2152,GRGBANKING,2007/8/13,896684767,863098458,C Manufacturing
2153,SHIJI INFORMATION,2007/8/13,355596251,163053555,I IT
2154,BAOXINIAO,2007/8/16,1172018740,1065116700,C Manufacturing
2155,HUNAN GOLD,2007/8/16,1131864036,996099149,B Mining
2156,NFME,2007/8/16,748177011,649732170,C Manufacturing
2157,ZHENGBANG TECH,2007/8/17,670718047,386228341,C Manufacturing
2158,HANBELL,2007/8/17,294656179,263487945,C Manufacturing
2159,SANTE CABLEWAYS,2007/8/17,138666666,133882644,N Environmental Protection
2160,ALCHA,2007/8/21,638155527,344345655,C Manufacturing
2161,INVENGO,2007/8/21,739757400,698866693,C Manufacturing
2162,EVERJOY,2007/8/23,655500000,626768363,C Manufacturing
2163,CAS,2007/8/23,803550000,742234251,E Construction
2164,DONLY,2007/8/23,445625000,414312275,C Manufacturing
2165,HONGBAOLI,2007/9/13,539274768,527598447,C Manufacturing
2166,LAYN,2007/9/13,437281362,305199664,C Manufacturing
2167,ORIENT ZIRCONIC,2007/9/13,620946000,471985182,C Manufacturing
2168,SZHC,2007/9/19,772804768,757104262,C Manufacturing
2169,ZHIGUANG ELECTRIC,2007/9/19,316111382,249048438,C Manufacturing
2170,BATIAN,2007/9/19,876780499,633121980,C Manufacturing
2171,TRUCHUM,2007/9/21,444714992,323900976,C Manufacturing
2172,AOYANG TECHNOLOGY,2007/9/21,694881462,537549652,C Manufacturing
2173,PURE PEARL,2007/9/25,202200000,117583462,C Manufacturing
2174,YOUZU,2007/9/25,287105015,88003142,I IT
2175,ORIENTAL NETWORK,2007/10/12,230565838,199232707,C Manufacturing
2176,JIANGTE MOTOR,2007/10/12,1236679509,1150122180,C Manufacturing
2177,KINGTELLER,2007/11/1,761191294,626382312,C Manufacturing
2178,YANHUA SMARTECH,2007/11/1,730103059,570667510,M Research & Development
2179,CAOE,2007/11/1,602514884,577683562,C Manufacturing
2180,APEX,2007/11/13,569149502,110178385,C Manufacturing
2181,GUANGDONG MEDIA,2007/11/16,1161058174,1134276792,L Business Support
2182,YUNHAI METALS,2007/11/13,288000000,220149408,C Manufacturing
2183,EA,2007/11/13,1047747877,1010493800,L Business Support
2184,HITE CONTROL,2007/11/16,220000000,134386224,C Manufacturing
2185,HUATIAN TECH,2007/11/20,819658825,696752991,C Manufacturing
2186,QUANJUDE,2007/11/20,308463955,280864652,H Hotels & Catering
2187,GRANDBUY,2007/11/22,342422568,335724894,F Wholesale & Retail
2188,NEW JIALIAN,2007/11/22,299585062,156000000,C Manufacturing
2189,LIDA,2007/12/3,199240000,198703131,C Manufacturing
2190,CITC,2007/12/3,345188382,345188382,C Manufacturing
2191,JINJIA CO. LTD.,2007/12/5,1315500000,1294676000,C Manufacturing
2192,YOUNGY,2007/12/5,173103469,124193371,C Manufacturing
2193,SHANDONG RUYI,2007/12/7,160000000,159949638,C Manufacturing
2194,FINGU,2007/12/7,555880000,437199857,C Manufacturing
2195,2345 NETWORK HOLDING,2007/12/12,871732720,450840499,I IT
2196,FOUNDER MOTOR,2007/12/12,265295073,97994475,C Manufacturing
2197,SZZT,2007/12/18,426036752,337218442,C Manufacturing
2198,JYPC,2007/12/18,507509848,405247347,C Manufacturing
2199,ECEC,2007/12/21,243442363,146007841,C Manufacturing
2200,YUNTOU ECOLOGY,2007/12/21,184132890,107829119,A Agriculture
2201,JIUDING,2007/12/26,255744208,218269305,C Manufacturing
2202,GOLDWIND,2007/12/26,2235494200,2157520333,C Manufacturing
2203,HAILIANG CO. LTD.,2008/1/16,1671401113,1467708509,C Manufacturing
2204,DHHI,2008/1/16,965685016,965685016,C Manufacturing
2205,GUOTONG,2008/1/23,116152018,116152018,C Manufacturing
2206,HAILIDE,2008/1/23,449770500,342889875,C Manufacturing
2207,XZPT,2008/1/28,239177378,181186129,B Mining
2208,HUCD,2008/1/28,320100000,316741366,K Real Estate
2209,TECH-LONG,2008/1/30,195244050,128373743,C Manufacturing
2210,"FEIMA INT""L",2008/1/30,747909677,582108065,L Business Support
2211,HONGDA NEW MATERIAL,2008/2/1,432475779,266560186,C Manufacturing
2212,NANYANG HOLDING,2008/2/1,510260000,301091479,C Manufacturing
2213,TERCA,2008/2/1,206000000,147987215,C Manufacturing
2214,DALI TECH,2008/2/18,458666666,355340212,C Manufacturing
2215,NOPOSION,2008/2/18,914411004,682925024,C Manufacturing
2216,SANQUAN FOODS,2008/2/20,804217532,570728590,C Manufacturing
2217,HOLITECH,2008/2/20,1422474212,384944877,C Manufacturing
2218,TOPRAYSOLAR,2008/2/28,618171052,479437613,C Manufacturing
2219,HENGKANG MEDICAL,2008/3/6,1891260330,1378411461,C Manufacturing
2220,TIANBAO FOODS,2008/2/28,464727200,389481229,C Manufacturing
2221,DHE,2008/3/6,692346184,632621559,F Wholesale & Retail
2222,CASTECH,2008/3/19,285000000,279689168,C Manufacturing
2223,YUYUE MEDICAL,2008/4/18,584767040,494352852,C Manufacturing
2224,SANLUX,2008/4/25,656429698,472049018,C Manufacturing
2225,PRCO,2008/4/25,890059161,565081360,C Manufacturing
2226,JIANGNAN CHEMICAL,2008/5/6,791278992,791195966,C Manufacturing
2227,ATC,2008/5/6,220686700,219363450,C Manufacturing
2228,HXPP,2008/5/8,372490118,347500325,C Manufacturing
2229,HONGBO PRINTING,2008/5/8,298186000,214571902,C Manufacturing
2230,IFLYTEK,2008/5/12,1289487853,911203107,I IT
2231,ALLWILL TELECOM,2008/5/12,356800000,250375000,C Manufacturing
2232,QIMING IT,2008/5/9,408548455,401603445,I IT
2233,TAPAI GROUP,2008/5/16,894655969,758143065,C Manufacturing
2234,MINHE,2008/5/16,302046632,206152121,A Agriculture
2235,ANNE,2008/5/16,195000000,126255995,C Manufacturing
2236,DAHUA INC,2008/5/20,1159899502,676890095,C Manufacturing
2237,HUMON SHARE,2008/5/20,910400000,800300000,C Manufacturing
2238,TOPWAY,2008/5/26,514461000,464511090,I IT
2239,AOTECAR,2008/5/22,1072973059,419540044,C Manufacturing
2240,WEIHUA,2008/5/23,490704000,350092425,C Manufacturing
2241,GOERTEK,2008/5/22,1526460071,1268850870,C Manufacturing
2242,JOYOUNG,2008/5/28,767755000,763491000,C Manufacturing
2243,BEAUTYSTAR,2008/5/28,364948956,309908956,C Manufacturing
2244,BINJIANG GROUP,2008/5/29,2704000000,2295460000,K Real Estate
2245,AUCKSUN,2008/6/5,973611465,895883528,G Transportation
2246,SNC,2008/6/5,413686536,413686536,C Manufacturing
2247,DILON,2008/6/12,264484500,226847025,C Manufacturing
2248,WHHD,2008/6/12,307495600,213050030,C Manufacturing
2249,DYDJ,2008/6/19,1722822700,905923926,C Manufacturing
2250,LIANHE TECHNOLOGY,2008/6/19,834873322,592678154,C Manufacturing
2251,BETTER LIFE,2008/6/19,778985474,598420917,F Wholesale & Retail
2252,SHANGHAI RAAS,2008/6/23,2756259834,2012874767,C Manufacturing
2253,WISESOFT,2008/6/23,150417397,126837085,I IT
2254,YANTAI TAYHO,2008/6/25,610833600,610597044,C Manufacturing
2255,HAILU HEAVY INDUSTRY,2008/6/25,620634524,407395022,C Manufacturing
2256,RAINBOW,2008/6/25,315243500,314058500,C Manufacturing
2258,LIER CHEMICAL,2008/7/8,202444033,202367233,C Manufacturing
2259,SHENGDA FORESTRY,2008/7/16,643320000,609061267,C Manufacturing
2260,DEA,2008/7/16,265200000,265200000,C Manufacturing
2261,TALKWEB,2008/7/23,557277755,306710597,I IT
2262,NHWA,2008/7/23,485166833,395860318,C Manufacturing
2263,GREAT SOUTHEAST,2008/7/28,939180050,845362097,C Manufacturing
2264,NEW HUA DU,2008/7/31,541501975,537826371,F Wholesale & Retail
2265,XYIC,2008/8/6,291026000,291026000,C Manufacturing
2266,ZHE FU,2008/8/6,1978719849,1484632465,C Manufacturing
2267,SHAANXI NATURAL GAS,2008/8/13,1112075445,1112075445,D Utilities
2268,WESTONE,2008/8/11,432523346,344632303,I IT
2269,METERSBONWE,2008/8/28,2526000000,2512500000,C Manufacturing
2270,FINCM,2008/9/5,469927537,148528868,C Manufacturing
2271,ORIENTAL YUHONG,2008/9/10,830693439,566278510,C Manufacturing
2272,CRUN,2008/9/19,419700000,312561488,C Manufacturing
2273,ZQCOT,2008/9/19,436612083,357179550,C Manufacturing
2274,HUACHANG CHEMICAL,2008/9/25,634909764,490332753,C Manufacturing
2275,GLSJ,2009/7/10,590200000,532004077,C Manufacturing
2276,WANMA CO.  LTD.,2009/7/10,939325488,922522217,C Manufacturing
2277,HN.F&A.CO. LTD,2009/7/17,566122600,566122600,F Wholesale & Retail
2278,SHANGHAI SHENKAI,2009/8/11,363909648,259294295,C Manufacturing
2279,JOIN-CHEER,2009/8/11,216596780,89067664,I IT
2280,LIAISON INTERACTIVE,2009/8/21,702497892,251977603,I IT
2281,ACCELINK,2009/8/21,209889584,180147395,C Manufacturing
2282,BOSUN TOOLS,2009/8/21,338130000,188488012,C Manufacturing
2283,TIANRUN INC.,2009/8/21,559411764,559411764,C Manufacturing
2284,APG STOCK,2009/8/28,737556000,685971642,C Manufacturing
2285,SLH,2009/8/28,1445696230,1220975723,K Real Estate
2286,BAOLINGBAO,2009/8/28,369256000,260947584,C Manufacturing
2287,CHEEZHENGTTM,2009/8/28,406000000,406000000,C Manufacturing
2288,CHAOHUA TECH,2009/9/3,931643744,660326100,C Manufacturing
2289,SUCCESS,2009/9/3,186835822,146931377,C Manufacturing
2290,HSSM,2009/9/3,210672000,151989037,C Manufacturing
2291,SATURDAY,2009/9/3,398921895,363350000,C Manufacturing
2292,ALPHA ANIMATION,2009/9/10,1264554547,670803311,C Manufacturing
2293,LUOLAI,2009/9/10,701815500,699488271,C Manufacturing
2294,SALUBRIS,2009/9/10,1046016000,459180000,C Manufacturing
2295,JINGYI INC.,2009/9/29,251600000,182516497,C Manufacturing
2296,HUIHUANG,2009/9/29,376656420,316204677,C Manufacturing
2297,BOYUN,2009/9/29,398821011,364762593,C Manufacturing
2298,S&X,2009/9/29,632918760,359856811,C Manufacturing
2299,SUNNER,2009/10/21,1110900000,900259957,A Agriculture
2300,SUN CABLE,2009/10/21,452250000,451619043,C Manufacturing
2301,COMIX GROUP,2009/10/21,373599998,334687809,C Manufacturing
2302,WEST CONSTRUCTION,2009/11/3,516117025,270913293,C Manufacturing
2303,MYS,2009/11/3,1430400000,611580780,C Manufacturing
2304,YANGHE,2009/11/6,1506988000,1233769611,C Manufacturing
2305,LANGOLD REAL ESTATE,2009/11/6,1458831420,1186337742,K Real Estate
2306,CLTG,2009/11/11,800000000,617865100,H Hotels & Catering
2307,BEIXIN,2009/11/11,557327160,557309050,E Construction
2308,VTRON,2009/11/27,835591560,835510110,C Manufacturing
2309,ZHONGLI SCI-TECH,2009/11/27,572232308,360376154,C Manufacturing
2310,DFYL,2009/11/27,1008711947,566435601,E Construction
2311,HAID GROUP,2009/11/27,1537363254,1515869110,C Manufacturing
2312,SANTAI HOLDING,2009/12/3,918727822,539182815,C Manufacturing
2313,SUNSEA,2009/12/3,312000000,312000000,C Manufacturing
2314,NANSHAN HOLDING,2009/12/3,1877530273,579838250,E Construction
2315,FOCUS TECH.,2009/12/9,117500000,60581927,I IT
2316,KEYBRIDGE,2009/12/9,393120000,314725075,I IT
2317,ZHONGSHENGYAOYE,2009/12/11,738472000,482988625,C Manufacturing
2318,JIULI INC.,2009/12/11,841505932,815420441,C Manufacturing
2319,LETONG SHARE,2009/12/11,200000000,199946209,C Manufacturing
2320,STRAIT SHIPPING,2009/12/16,425880000,425877192,G Transportation
2321,HUAYING AGRICULTURAL,2009/12/16,425800000,423459126,A Agriculture
2322,LIGONG MONITORING,2009/12/18,406378675,158087772,C Manufacturing
2323,YABAITE,2009/12/18,248576552,75144100,E Construction
2324,PRET,2009/12/18,270000000,158734885,C Manufacturing
2325,HONGTAO CO. LTD.,2009/12/22,1001542415,761300731,E Construction
2326,YONGTAI TECHNOLOGY,2009/12/22,798702881,528591111,C Manufacturing
2327,FUANNA,2009/12/30,861334146,494310802,C Manufacturing
2328,XINPENG CO.LTD,2009/12/30,450000000,327216263,C Manufacturing
2329,ROYAL GROUP,2010/1/6,837640035,416225628,C Manufacturing
2330,DELISI,2010/1/6,502000000,437083900,C Manufacturing
2331,WANTONG TECH,2010/1/6,291939213,231250332,I IT
2332,XJZY,2010/1/12,610808111,468110031,C Manufacturing
2333,LPSK,2010/1/12,251301800,242484860,C Manufacturing
2334,INVT,2010/1/13,718564080,515066552,C Manufacturing
2335,KEHUA HENGSHENG,2010/1/13,224640800,183810810,C Manufacturing
2336,RENRENLE,2010/1/13,400000000,400000000,F Wholesale & Retail
2337,TST,2010/1/15,594282750,571110282,C Manufacturing
2338,UP OPTOTECH,2010/1/15,120000000,119079394,C Manufacturing
2339,IESLAB,2010/1/22,378896000,296057275,C Manufacturing
2340,GEM,2010/1/22,1455434823,1166718390,C Manufacturing
2341,SELEN,2010/1/22,373440000,274286201,C Manufacturing
2342,JULI INC.,2010/1/26,960000000,842296236,C Manufacturing
2343,HEXIN,2010/1/26,314510000,147044761,R Media
2344,CHN LEATHER MARKET,2010/1/26,1120000000,1105873107,L Business Support
2345,CHJ,2010/1/28,845111200,832118800,C Manufacturing
2346,ZHEZHONG,2010/1/28,441575416,70000000,C Manufacturing
2347,TAIER HEAVY INDUSTRY,2010/1/28,224675281,163352815,C Manufacturing
2348,GOLDLOK HOLDINGS,2010/2/3,473600000,370578182,C Manufacturing
2349,JINGHUA PHARM,2010/2/3,280196554,198749885,C Manufacturing
2350,CREAT,2010/2/3,218280000,217576001,C Manufacturing
2351,EDIFIER,2010/2/5,294000000,139981950,C Manufacturing
2352,DINGTAI,2010/2/5,116746170,66362249,C Manufacturing
2353,JEREH GROUP,2010/2/5,957853992,674469169,C Manufacturing
2354,ZEUS,2010/2/9,292086511,101395174,I IT
2355,XINGMIN WHEEL,2010/2/9,513700050,341720051,C Manufacturing
2356,HND,2010/2/9,310474440,240000000,C Manufacturing
2357,FULIN TRANSPORTATION,2010/2/10,313489036,313247259,G Transportation
2358,SENYUAN ELECTRIC,2010/2/10,795595488,692152288,C Manufacturing
2359,QIXING TOWER,2010/2/10,416800000,370532519,C Manufacturing
2360,TOND,2010/3/3,391512600,249397520,C Manufacturing
2361,SHENJIAN GUFEN,2010/3/3,431297798,273622742,C Manufacturing
2362,HANVON,2010/3/3,214102792,176424682,C Manufacturing
